data\01\15\1732040.xml	\Arts and Leisure Desk	By A. O. SCOTT
data\01\01\1728731.xml	\Arts and Leisure Desk	By ADA CALHOUN
data\01\08\1730304.xml	\Arts and Leisure Desk	By ALLAN KOZINN
data\01\08\1730318.xml	\Arts and Leisure Desk	By Allan Kozinn
data\01\15\1732032.xml	\Arts and Leisure Desk	By ALLAN KOZINN
data\01\01\1728729.xml	\Arts and Leisure Desk	By Anita Gates
data\01\15\1731998.xml	\Arts and Leisure Desk	By Anita Gates
data\01\15\1731993.xml	\Arts and Leisure Desk	By Anne Midgette
data\01\01\1728724.xml	\Arts and Leisure Desk	By Anthony Tommasini
data\01\01\1728741.xml	\Arts and Leisure Desk	By ANTHONY TOMMASINI
data\01\08\1730306.xml	\Arts and Leisure Desk	By ANTHONY TOMMASINI
data\01\08\1730307.xml	\Arts and Leisure Desk	By ANTHONY TOMMASINI
data\01\01\1728730.xml	\Arts and Leisure Desk	By BEN BRANTLEY
data\01\08\1730322.xml	\Arts and Leisure Desk	By Ben Brantley
data\01\15\1731996.xml	\Arts and Leisure Desk	By Ben Ratliff
data\01\15\1732033.xml	\Arts and Leisure Desk	By BEN RATLIFF
data\01\15\1731999.xml	\Arts and Leisure Desk	By BERNARD HOLLAND
data\01\15\1732005.xml	\Arts and Leisure Desk	By BERNARD HOLLAND
data\01\15\1732012.xml	\Arts and Leisure Desk	By CARYN JAMES
data\01\15\1732014.xml	\Arts and Leisure Desk	By CARYN JAMES
data\01\15\1732035.xml	\Arts and Leisure Desk	By CHARLES ISHERWOOD
data\01\01\1728747.xml	\Arts and Leisure Desk	By Charles McGrath
data\01\15\1732019.xml	\Arts and Leisure Desk	By CHARLES SOLOMON
data\01\15\1732027.xml	\Arts and Leisure Desk	By CHARLES SOLOMON
data\01\01\1728738.xml	\Arts and Leisure Desk	By CHRISTIAN MOERK
data\01\01\1728743.xml	\Arts and Leisure Desk	By CHRISTIAN MOERK
data\01\15\1732001.xml	\Arts and Leisure Desk	By CLAUDIA LA ROCCO
data\01\08\1730310.xml	\Arts and Leisure Desk	By COELI CARR
data\01\15\1732006.xml	\Arts and Leisure Desk	By COELI CARR
data\01\15\1732025.xml	\Arts and Leisure Desk	By COELI CARR
data\01\15\1732011.xml	\Arts and Leisure Desk	By CRAIG MODDERNO
data\01\15\1732017.xml	\Arts and Leisure Desk	By DANA STEVENS
data\01\15\1732034.xml	\Arts and Leisure Desk	By DANA VACHON
data\01\08\1730301.xml	\Arts and Leisure Desk	By DAVE ITZKOFF
